Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :  5433244                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:06/12/2024
Domicilio  (**) :  Mercedes                                  Fecha Proceso :06/12/2024
Muestra Recibida: Leche                             Muestras Recibidas(**): 738
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
        93  4.36    3.86   4.92   14.99     2636                                   
        94  4.52    3.76   4.92   15.01      839                                   
        95  4.42    4.00   4.89   14.72       14                                   
        96  3.83    4.01   4.90   14.70     1276                                   
        97  3.97    4.20   4.84   15.09      433                                   
        98  3.83    4.06   4.76   14.64       28                                   
        99  3.76    4.11   4.72   14.73      849                                   
       100  4.73    3.80   4.63   14.88      759                                   
       101  4.27    3.97   4.89   15.19      261                                   
       102  4.28    3.80   5.06   15.48      987                                   
       103  4.19    3.73   5.16   14.96     1357                                   
       104  3.77    3.88   4.92   14.90     1192                                   
       105  3.81    3.95   4.92   14.98      704                                   
       106  3.64    3.80   5.17   15.94      114                                   
       107  3.85    3.77   4.88   15.70      888                                   
       108                                     0                                   
       109  5.01    4.65   4.97   16.09     1915                                   
       110  4.86    3.65   4.80   15.70     3068                                   
       111  4.63    4.63   5.02   15.76      192                                   
       112  4.86    4.64   5.00   16.05      853                                   
       113  4.95    3.58   4.93   15.89      784                                   
       114  4.82    3.48   4.75   15.47     1055                                   
       115  4.37    4.59   4.82   15.37      450                                   
       116  4.45    3.43   4.96   15.36       39                                   
       117  4.55    3.99   4.84   15.15      816                                   
       118  4.05    3.80   4.83   15.06      931                                   
       119  3.84    3.81   4.61   14.01     1265                                   
       120  4.81    4.29   4.79   15.45      134                                   
       121  5.46    4.74   4.80   16.60      676                                   
       122  5.14    3.94   4.74   16.45     4658                                   
       123  4.98    3.84   4.50   15.86     1654                                   
       124  4.87    3.59   4.45   15.49     1448                                   
       125  4.79    3.74   4.51   15.67     1658                                   
       126  4.85    3.33   4.56   15.17      750                                   
       127  4.72    3.47   4.89   15.48       68                                   
       128  5.01    3.58   4.84   15.98      277                                   
       129  5.26    3.64   4.92   16.33      164                                   
       130  5.00    3.61   5.02   16.04      177                                   
       131  4.02    3.21   4.89   14.39      213                                   
       132  3.76    3.46   4.98   13.53      125                                   
       133  4.03    3.38   4.98   14.71      292                                   
       134  3.70    3.94   4.81   13.99      188                                   
       135  3.48    3.84   4.83   12.69      414                                   
       136  3.28    3.75   5.17   13.54      369                                   
       137  4.10    4.07   5.02   14.82      227                                   
       138  4.52    4.29   5.12   15.38      457                                   
       139                                     0                                   
       140  4.51    4.35   5.01   15.20      377                                   
       141  3.64    4.00   5.04   14.09       40                                   
       142  3.90    3.77   5.12   14.02      322                                   
       143  4.74    3.96   5.02   15.17      494                                   
       144  4.51    3.84   5.03   14.91      120                                   
       145  3.51    3.74   5.05   13.74       64                                   
       146  3.26    3.60   4.87   13.04      186                                   
       147  3.87    4.01   4.86   14.24      176                                   
       148  4.23    4.10   5.02   14.80      209                                   
       149  3.52    3.78   4.94   13.64     1243                                   
       150  3.43    3.86   4.92   13.53       86                                   
       151  3.77    3.83   5.05   13.89      121                                   
       152  3.88    3.75   5.03   14.04      215                                   
       153  3.23    3.55   5.03   13.18      230                                   
       154  3.16    3.57   5.09   13.17      370                                   
       155  3.83    3.68   4.84   13.61      432                                   
       156  3.29    3.59   4.89   13.03      120                                   
       157  2.80    3.44   4.71   12.08       21                                   
       158  3.32    3.67   4.84   13.06     1005                                   
       159  3.61    3.58   4.94   13.34      149                                   
       160  4.40    3.75   4.74   14.18      130                                   
       161  4.47    3.84   4.80   14.44      457                                   
       162  4.06    3.44   4.72   13.98     2835                                   
       163  4.16    3.99   4.88   14.44       94                                   
       164  3.84    3.63   4.88   13.60      234                                   
       165  3.51    3.51   4.89   13.12      496                                   
       166  3.74    3.47   4.75   13.42       98                                   
       167  3.41    3.57   4.74   13.13      389                                   
       168  3.38    3.41   4.83   12.74      128                                   
       169  3.34    3.37   4.70   12.59      100                                   
       170  3.39    3.56   4.96   13.23      241                                   
       171  4.12    3.91   4.90   14.32       41                                   
       172  4.38    3.78   4.97   14.49      133                                   
       173  3.68    3.89   4.98   13.89      218                                   
       174  3.71    3.45   5.00   13.86      335                                   
       175  4.02    3.54   4.74   13.90      519                                   
       176  4.18    3.64   4.94   14.33      112                                   
       177  4.30    3.85   4.97   14.46      189                                   
       178  3.95    3.77   5.09   14.18       69                                   
       179  4.02    3.90   4.94   14.25      119                                   
       180  3.92    4.19   4.87   14.37       26                                   
       181  3.44    3.81   4.92   13.46      423                                   
       182  3.53    3.97   4.96   13.83      118                                   
       183  3.46    3.85   5.00   13.67      281                                   
       184  3.33    3.51   4.99   13.19      247                                   
       185  3.61    3.49   5.03   13.71      266                                   
       186  3.48    3.60   5.22   13.80     1474                                   
       187  3.80    3.37   5.07   13.86     2636                                   
       188  3.80    3.69   5.07   13.84      818                                   
       189  3.71    3.78   5.09   13.81      126                                   
       190  3.81    3.93   4.98   14.06      478                                   
       191  3.76    3.78   5.20   14.11      126                                   
       192  3.91    3.31   5.12   13.95       99                                   
       193  3.92    3.68   5.06   13.83      107                                   
       194  3.65    3.76   5.00   13.76      157                                   
       195  3.74    3.64   4.90   12.57      436                                   
       196  3.87    3.71   4.99   13.90      592                                   
       197  3.46    3.87   4.98   14.06      632                                   
       198  3.58    3.36   4.90   13.95      237                                   
       199  3.72    3.70   4.83   13.44      136                                   
       200  3.59    3.60   5.09   13.60      156                                   
       201  3.66    3.75   5.12   13.94     1125                                   
       202  3.74    3.90   5.02   13.93      245                                   
       203  3.80    3.67   5.05   13.66       43                                   
       204  3.78    3.40   4.97   13.77      418                                   
       205  4.02    3.22   4.98   14.18      452                                   
       206  3.83    3.39   4.90   13.17      468                                   
       207  3.73    3.52   5.06   14.38      206                                   
       208  3.89    3.48   5.08   13.74      100                                   
       209  4.11    3.58   5.13   14.06      300                                   
       210  3.79    3.61   4.95   13.62     1751                                   
       211  3.74    3.72   4.85   13.69      104                                   
       212  3.87    3.85   4.91   14.94      146                                   
       213  3.84    3.68   5.02   14.85      420                                   
       214  3.87    3.77   4.99   13.87      153                                   
       215  3.78    3.69   4.94   14.70      279                                   
       216  3.85    3.70   4.87   13.67      429                                   
       217  3.94    3.81   4.87   13.85       77                                   
       218  4.08    3.49   5.02   14.31      506                                   
       219  3.84    3.58   5.01   14.24       63                                   
       220  4.12    3.97   4.91   14.28      239                                   
       221  3.98    3.88   5.08   14.61      361                                   
       222  4.30    3.92   5.10   14.78      106                                   
       223  3.96    3.80   5.08   15.15      197                                   
       224  3.89    3.41   5.11   14.67      230                                   
       225  3.41    3.90   5.01   14.52      319                                   
       226  4.00    4.12   5.02   14.44      114                                   
       227  3.86    3.90   5.21   14.33     2214                                   
       228  3.93    3.96   5.18   14.44      111                                   
       229  4.02    3.88   5.12   14.28      519                                   
       230  4.17    3.92   5.11   14.47     1015                                   
       231  4.11    4.07   4.95   14.54      540                                   
       232  3.99    4.04   5.10   14.44       23                                   
       233  3.96    3.93   5.23   14.54      476                                   
       234  4.11    4.16   5.14   14.86      475                                   
       235  3.88    3.89   5.04   14.59       16                                   
       236  4.01    3.44   5.04   14.37       29                                   
       237  3.88    3.93   4.97   14.05      398                                   
       238  3.74    3.73   5.12   13.92      412                                   
       239  3.45    4.07   5.10   14.36      431                                   
       240  3.66    3.57   5.17   14.24       13                                   
       241  3.88    3.96   5.13   14.25      840                                   
       242  4.08    3.42   5.11   14.56      225                                   
       243  3.88    3.92   5.07   14.32      114                                   
       244  3.93    3.89   4.90   14.17      425                                   
       245  4.01    4.05   4.89   14.34      559                                   
       246  4.29    3.44   4.96   14.58      444                                   
       247  3.71    3.76   5.12   14.39      518                                   
       248  3.80    3.82   4.88   14.30      377                                   
       249  3.92    4.07   4.94   14.64      328                                   
       250  3.92    3.95   4.96   14.70      154                                   
       251  3.80    3.46   5.11   15.37      431                                   
       252  3.77    3.86   5.11   15.03      569                                   
       253  4.46    3.65   5.06   14.48       26                                   
       254  4.27    3.70   5.08   14.32      564                                   
       255  3.79    3.87   5.13   14.17      212                                   
       256  3.90    3.96   5.11   14.35       44                                   
       257  3.97    3.96   5.11   14.35      251                                   
       258  3.91    4.00   5.08   14.31       35                                   
       259  3.81    3.78   5.07   13.91      774                                   
       260  3.90    3.83   4.98   14.08      173                                   
       261  4.00    4.20   5.08   14.74       65                                   
       262  4.01    4.00   5.17   14.60      293                                   
       263  4.03    4.00   5.10   14.42       29                                   
       264  3.43    3.93   5.07   13.74      152                                   
       265  3.93    3.99   4.90   14.31      194                                   
       266  3.89    3.92   5.11   14.36       40                                   
       267  3.95    3.96   5.18   14.43      456                                   
       268  4.07    3.87   5.00   14.23      224                                   
       269  4.22    3.94   5.14   14.76      379                                   
       270  4.31    4.14   5.04   14.97      312                                   
       271  4.62    3.71   5.08   15.40       39                                   
       272  4.05    3.86   5.18   15.91      767                                   
       273  4.50    3.98   5.16   15.20      744                                   
       274  4.19    3.84   5.00   15.04      421                                   
       275  4.09    3.46   5.02   14.63     3386                                   
       276  4.32    3.96   4.97   14.70      137                                   
       277  4.23    4.00   5.06   14.91     1305                                   
       278  4.05    3.67   5.06   14.22       43                                   
       279  4.00    3.63   5.00   13.84      453                                   
       280  3.94    3.80   4.91   13.92      196                                   
       281  3.54    3.74   5.10   13.72      219                                   
       282  3.25    3.65   5.02   13.28      387                                   
       283  3.32    3.39   5.03   13.33      594                                   
       284  3.49    3.48   5.03   13.47      192                                   
       285  3.58    3.59   5.09   13.54      487                                   
       286  3.93    3.69   5.01   13.72      171                                   
       287  3.68    4.01   4.98   14.03      471                                   
       288  3.75    3.96   5.24   14.67      803                                   
       289  3.95    3.85   5.03   14.82       15                                   
       290  4.11    3.44   5.15   14.62      110                                   
       291  4.08    4.14   5.16   14.76     1051                                   
       292  3.69    3.87   4.87   13.91       39                                   
       293  3.56    3.88   5.13   13.80      196                                   
       294  3.91    3.80   5.17   14.24      265                                   
       295  4.52    3.89   5.01   14.79      179                                   
       296  5.10    4.37   5.17   16.18      241                                   
       297  3.46    3.73   5.01   13.55      399                                   
       298  3.00    3.25   4.78   12.29      204                                   
       299  4.90    4.63   5.15   16.34      420                                   
       300  4.40    4.26   5.21   15.40      138                                   
       301  3.17    3.53   4.82   12.67      148                                   
       302  4.94    3.08   4.85   14.69      222                                   
       303  4.03    3.93   4.99   14.35     2348                                   
       304  3.91    4.13   4.98   14.43      144                                   
       305  3.96    3.76   5.20   14.36      154                                   
       306  3.78    4.17   4.95   14.30       85                                   
       307  4.17    3.91   4.89   14.30      331                                   
       308  4.23    4.09   4.96   14.62      253                                   
       309  4.78    4.15   4.93   15.43      439                                   
       310  3.72    3.41   4.86   13.20      117                                   
       311  4.77    4.22   5.00   15.43      496                                   
       312  3.49    3.82   4.89   13.39      172                                   
       313  4.01    3.96   5.11   14.35      215                                   
       314  4.49    4.33   5.27   15.57      346                                   
       315  4.80    4.59   4.89   15.88      135                                   
       316  3.85    3.97   4.90   14.21      458                                   
       317  3.75    4.34   4.93   14.47      134                                   
       318  3.34    3.65   5.15   13.40      257                                   
       319  4.47    4.19   5.22   15.26      377                                   
       320  3.82    3.86   4.78   13.76      235                                   
       321  4.54    3.81   5.16   14.94      221                                   
       322  4.55    4.35   5.01   15.57      130                                   
       323  3.28    3.65   5.08   13.38      475                                   
       324  3.20    3.72   5.04   13.11      479                                   
       325  4.26    3.31   4.92   14.13      321                                   
       326  4.09    3.97   4.96   14.34     1248                                   
       327  3.59    3.76   5.06   13.84      283                                   
       328  4.35    3.43   5.05   15.09      737                                   
       329  4.22    3.86   4.94   14.57      149                                   
       330  2.82    3.90   4.85   12.74      464                                   
       331  3.79    4.09   4.96   14.17      513                                   
       332  2.88    3.43   5.25   12.72      263                                   
       333  4.21    3.77   5.18   14.57      479                                   
       334  3.68    3.99   4.83   13.89      387                                   
       335  4.31    3.49   5.31   15.68      182                                   
       336  4.50    3.57   4.88   15.00       85                                   
       337  3.80    3.97   5.29   14.47      125                                   
       338  3.68    3.82   5.27   14.10       19                                   
       339  4.36    4.32   5.11   15.12      430                                   
       340  3.32    3.91   4.99   13.39      127                                   
       341  4.72    3.77   5.24   15.03      269                                   
       342  3.89    3.62   5.01   13.94      353                                   
       343  4.00    3.96   5.16   14.51      557                                   
       344  3.89    3.45   5.05   14.25      411                                   
       345  4.77    4.71   5.14   16.14      568                                   
       346  4.29    4.47   5.33   15.48      500                                   
       347  3.37    3.99   5.05   13.56       69                                   
       348  3.35    3.58   4.74   12.97      162                                   
       349  4.15    3.55   4.90   13.86       16                                   
       350  4.12    3.63   5.11   14.20      219                                   
       351  4.30    4.09   5.06   14.82      344                                   
       352  3.60    3.56   4.73   13.12      226                                   
       353  4.05    3.83   5.19   14.47      139                                   
       354  3.22    3.55   4.81   12.66      224                                   
       355  4.21    3.60   4.78   13.98      574                                   
       356  4.38    4.08   5.15   14.92      498                                   
       357  4.65    4.17   5.05   15.42      196                                   
       358  3.90    3.86   5.10   14.21      149                                   
       359  2.08    3.38   4.79   11.33      154                                   
       360  4.31    4.10   5.11   15.01      322                                   
       361  4.15    3.84   4.99   14.26       32                                   
       362  4.02    3.46   4.88   14.33      250                                   
       363  3.52    3.71   5.00   13.43      560                                   
       364  4.05    4.04   5.01   14.49      111                                   
       365  4.20    4.55   5.32   15.65      298                                   
       366  4.02    4.20   5.00   14.62      383                                   
       367  3.52    3.92   5.09   13.88      526                                   
       368  4.39    4.02   4.96   14.77      112                                   
       369  4.01    3.89   4.88   15.34      132                                   
       370  3.90    3.78   5.05   15.14      297                                   
       371  4.31    4.39   5.05   15.08      138                                   
       372  3.99    3.93   5.01   14.42       16                                   
       373  3.80    3.50   5.23   13.82      222                                   
       374  3.75    3.65   5.02   13.76      476                                   
       375  3.69    3.76   5.06   13.92      201                                   
       376  3.47    3.75   4.99   13.72       27                                   
       377  3.70    3.86   4.97   13.90      146                                   
       378  3.51    3.62   5.14   13.86      229                                   
       379  3.63    3.84   5.15   14.01      372                                   
       380  3.48    3.72   4.90   13.56      535                                   
       381  3.74    4.07   5.01   14.20      185                                   
       382  3.87    3.93   4.88   14.06      278                                   
       383  3.36    3.94   4.87   13.51      555                                   
       384  3.62    3.88   4.86   13.65       11                                   
       385  3.80    3.91   5.18   14.12      441                                   
       386  3.76    3.42   5.27   14.26     1272                                   
       387  3.86    3.36   5.08   14.26       71                                   
       388  3.87    3.46   5.19   14.51      123                                   
       389  3.36    3.63   5.05   13.74      269                                   
       390  3.39    3.42   5.17   13.97      415                                   
       391  3.29    3.55   5.03   13.71      108                                   
       392  3.07    4.09   5.03   13.39      336                                   
       393  2.72    3.97   5.06   13.05       57                                   
       394  2.69    3.73   5.07   12.68      264                                   
       395  3.58    3.19   5.01   14.18      450                                   
       396  3.98    3.54   5.00   14.69       44                                   
       397  3.60    4.11   4.95   13.95      113                                   
       398  3.45    3.43   5.02   13.46      461                                   
       399  3.35    3.77   5.07   13.44      118                                   
       400  3.49    3.80   5.12   13.77       90                                   
       401  3.56    3.77   5.26   13.98      112                                   
       402  3.73    3.34   5.12   13.87      228                                   
       403  3.64    3.55   4.96   13.69      234                                   
       404  3.44    3.47   5.17   13.98      415                                   
       405  3.83    3.98   5.09   14.34      106                                   
       406  3.94    3.58   5.14   14.37      439                                   
       407  4.03    3.46   5.03   14.13      178                                   
       408  4.13    3.88   4.96   14.34      214                                   
       409  4.08    3.82   5.10   14.41     1824                                   
       410  4.15    3.92   5.13   14.66      214                                   
       411  4.22    4.12   5.09   14.94      137                                   
       412  3.48    4.03   5.02   14.83       66                                   
       413  3.87    3.85   5.03   14.58      103                                   
       414  3.95    3.93   5.23   14.81      704                                   
       415  3.81    4.03   5.01   14.85      193                                   
       416  4.20    4.08   5.08   14.83      403                                   
       417  4.02    3.94   5.15   14.87      358                                   
       418  4.48    4.11   4.98   14.99      135                                   
       419  4.04    3.88   5.15   14.84      556                                   
       420  4.18    3.56   5.05   14.89      317                                   
       421  4.08    3.46   5.17   14.77       19                                   
       422  3.94    3.95   5.23   14.45      250                                   
       423  4.01    4.04   5.08   14.53      234                                   
       424  4.00    4.12   5.08   14.62       77                                   
       425  4.11    3.83   5.01   14.62      175                                   
       426  4.04    3.90   5.18   14.78      258                                   
       427  4.13    3.88   5.11   14.80      488                                   
       428  3.98    3.54   5.16   14.58      124                                   
       429  3.98    3.48   5.00   13.47     1347                                   
       430  4.15    3.90   5.02   14.43      193                                   
       431  4.22    4.03   5.10   13.73     1519                                   
       432  3.75    3.91   4.95   13.41      142                                   
       433  3.95    3.47   4.95   13.84      185                                   
       434  3.86    3.86   5.09   14.72      496                                   
       435  3.70    4.02   4.94   13.73      423                                   
       436  4.34    3.99   5.08   14.86       40                                   
       437  4.47    3.46   5.16   15.16      629                                   
       438  4.99    3.54   4.94   15.30      351                                   
       439  4.72    4.08   4.99   15.38      500                                   
       440  4.06    3.81   4.98   14.19      111                                   
       441  4.36    4.05   4.87   14.71       33                                   
       442  4.21    3.76   4.96   14.59      241                                   
       443  4.31    3.76   5.00   14.84      144                                   
       444  4.37    3.54   5.05   15.00       75                                   
       445  4.28    3.76   5.07   13.91      425                                   
       446  4.35    3.84   4.89   14.75      145                                   
       447  4.46    3.73   4.92   13.72      155                                   
       448  4.41    3.70   5.13   15.28      416                                   
       449  4.24    3.88   5.14   15.10       36                                   
       450  4.18    3.70   5.09   13.80       63                                   
       451  4.07    3.92   5.14   14.55      715                                   
       452  3.98    4.09   5.24   13.51      242                                   
       453  3.91    4.25   5.30   14.66      113                                   
       454  3.98    3.93   4.84   13.60      804                                   
       455  3.97    3.89   4.94   14.41      211                                   
       456  3.83    3.42   4.86   14.33       40                                   
       457  3.64    3.78   4.78   13.80      187                                   
       458  3.45    3.99   4.84   14.25       13                                   
       459  3.83    4.14   4.92   13.42      466                                   
       460  3.88    3.92   4.85   14.52      119                                   
       461  3.95    3.87   4.76   13.41      228                                   
       462  3.45    3.44   4.79   14.26      187                                   
       463  3.80    3.89   5.12   13.91     3224                                   
       464  3.35    4.06   5.06   14.26      419                                   
       465  3.73    3.89   5.25   14.04      491                                   
       466  3.45    3.97   5.04   14.11      898                                   
       467  3.35    3.92   5.19   13.76      649                                   
       468                                     0                                   
       469  3.68    4.06   4.94   14.02      423                                   
       470  3.73    3.66   5.23   14.33     2524                                   
       471  3.42    3.47   5.16   14.12      545                                   
       472  3.60    3.86   5.04   13.81      258                                   
       473  3.76    3.98   5.10   14.09     3001                                   
       474  3.64    3.96   4.97   14.06      286                                   
       475  3.68    4.07   4.87   14.50      256                                   
       476  3.74    3.90   5.03   13.86       88                                   
       477  3.21    3.75   4.99   13.73      416                                   
       478  3.44    3.99   5.04   14.06      522                                   
       479  3.37    3.49   5.00   14.09      660                                   
       480  3.49    3.55   5.16   14.48      255                                   
       481  3.99    3.42   5.05   14.31      508                                   
       482  3.38    3.91   4.80   14.17      279                                   
       483  3.46    3.76   4.93   13.90       92                                   
       484  3.82    3.95   4.72   14.19      368                                   
       485  3.80    4.17   4.52   14.57      222                                   
       486  3.92    3.97   4.87   14.28      463                                   
       487  3.58    3.78   4.97   13.51       25                                   
       488  3.53    3.44   4.82   13.93      426                                   
       489  3.41    3.50   4.70   14.21      110                                   
       490  3.41    4.05   4.67   13.75      219                                   
       491  3.27    3.87   4.84   13.55      436                                   
       492  3.18    3.43   4.78   13.17      246                                   
       493  3.01    3.57   5.11   12.88       11                                   
       494  3.11    3.73   5.08   13.28      207                                   
       495                                     0                                   
       496  3.19    3.53   5.03   12.85      233                                   
       497  3.09    3.58   5.12   12.94      208                                   
       498  3.37    3.53   5.15   13.27     1523                                   
       499  3.45    3.79   4.92   13.56      581                                   
       500  3.35    3.87   5.16   13.98      158                                   
       501  3.95    3.63   5.13   13.85       54                                   
       502  3.64    3.56   4.93   13.28      194                                   
       503  3.45    3.77   5.09   13.65      253                                   
       504  3.80    3.95   4.93   13.64      265                                   
       505  3.72    4.07   4.94   13.67      341                                   
       506  4.42    3.77   4.88   14.08      498                                   
       507  4.85    4.19   5.06   15.21      136                                   
       508  3.83    3.63   5.27   13.65      106                                   
       509  3.63    4.18   4.81   13.59      210                                   
       510  3.35    3.69   5.10   13.10       39                                   
       511  4.48    4.02   5.18   14.67      472                                   
       512  2.07    2.88   5.00   10.76      126                                   
       513  2.91    3.75   4.97   12.43      537                                   
       514  3.18    4.09   5.45   13.62      110                                   
       515  3.58    4.13   4.59   13.31      293                                   
       516  3.53    4.04   5.12   13.73      754                                   
       517  4.51    4.28   5.13   15.03       82                                   
       518  5.38    4.60   4.58   15.68      545                                   
       519  2.84    3.60   4.91   12.31       54                                   
